activity_id,description,timestamp
86,"Novato School Board rep phone call","2014-09-25 21:43:05"
87,"Database structure outline, filing system","2014-09-25 21:43:05"
88,"communications with schoolsteam leaders","2014-09-25 21:43:05"
89,"TAM meeting","2014-09-25 21:43:05"
90,"communications with schools","2014-09-25 21:43:05"
91,"database development","2014-09-25 21:43:05"
92,"staff oversight","2014-09-25 21:43:05"
93,"Crossing guards","2014-09-25 21:43:05"
94,MOU,"2014-09-25 21:43:05"
95,"billing codes","2014-09-25 21:43:05"
96,"SchoolPool research","2014-09-25 21:43:05"
97,"Stranger danger research","2014-09-25 21:43:05"
98,"Team leader calls","2014-09-25 21:43:05"
99,"Team Leader agenda","2014-09-25 21:43:05"
100,"Newsletter articles","2014-09-25 21:43:05"
101,"SchoolPool conference call MTC","2014-09-25 21:43:05"
102,"SchoolTeam Leader communication","2014-09-25 21:43:05"
103,"Prepare for team leader meeting","2014-09-25 21:43:05"
104,"Newsletter editing and writing","2014-09-25 21:43:05"
105,"research new principals for schools","2014-09-25 21:43:05"
106,"conference call on SR2S Caltrans funding","2014-09-25 21:43:05"
107,"create calendar for David","2014-09-25 21:43:05"
108,"Create SchoolPool package","2014-09-25 21:43:05"
109,"SchoolPool Package","2014-09-25 21:43:05"
110,"Novato Task Force","2014-09-25 21:43:05"
111,"database meeting","2014-09-25 21:43:05"
112,"Develop time sheets codes","2014-09-25 21:43:05"
113,"Type Novato minutes, confer with PWD","2014-09-25 21:43:05"
114,"Novato Drive Safely campaign","2014-09-25 21:43:05"
115,"review curriculum guide","2014-09-25 21:43:05"
116,"Iwalk  and parade posters","2014-09-25 21:43:05"
117,"Reed Team Leader","2014-09-25 21:43:05"
118,"Prepare for team Leader training","2014-09-25 21:43:05"
119,"scoping meeting","2014-09-25 21:43:05"
120,"general administration","2014-09-25 21:43:05"
121,"SchoolTeam Leader communications","2014-09-25 21:43:05"
122,"Development of new Timesheet per TAM request","2014-09-25 21:43:05"
123,"staff technical support refined timesheet template","2014-09-25 21:43:05"
124,"coordinated insurance for Human Powered parade","2014-09-25 21:43:05"
125,"website updates","2014-09-25 21:43:05"
126,"volunteer recruitment for Human Powered parade poster distribution","2014-09-25 21:43:05"
127,"website updates, submitted Kaiser staff insurance forms, revised timesheet template","2014-09-25 21:43:05"
128,"Rodeo, Brookside","2014-09-25 21:43:05"
129,"Rodeo, Dixie","2014-09-25 21:43:05"
130,"fill out timesheets","2014-09-25 21:43:05"
131,"Respond to info requestes.","2014-09-25 21:43:05"
132,"acquire supplies for Safety Art","2014-09-25 21:43:05"
133,"Curric Mtg.,","2014-09-25 21:43:05"
134,"Research Materials reproduction- teaching videos, Create new Yikes Assembly","2014-09-25 21:43:05"
135,"Obtain, repair, and move tv cart hour down to MCBC, obtain free TV set for media library use","2014-09-25 21:43:05"
136,"Edna Maguire- Helmet Safety - 25 students -","2014-09-25 21:43:05"
137,"Neil Cummings-, Stop Look and Listen- 124 students","2014-09-25 21:43:05"
138,"Brookside- Helmet Safety - 20 students","2014-09-25 21:43:05"
139,"Meet with Mel, plan Marin Horizons Ped Day, Observe site during morning drop off","2014-09-25 21:43:05"
140,"School Calender prepscheduling, respond to info requests, Staff Meeting","2014-09-25 21:43:05"
141,"Prepare Bike rodeo materials for use","2014-09-25 21:43:05"
142,"Schedule and plan Hill MS Program, Review teaching calender","2014-09-25 21:43:05"
143,"Research Rodeo Trailer registration, go to DMV and get forms, Deliver forms to City of San Rafael.","2014-09-25 21:43:05"
144,"Edna Maguire-Jepoardy,-40 students","2014-09-25 21:43:05"
145,"Edna Maguire-Walk around the Block-20 students-","2014-09-25 21:43:05"
146,"Neil Cumming-, Walk around the block - 120 students","2014-09-25 21:43:05"
147,"Brokside Upper- Jepoardy- 20 students-","2014-09-25 21:43:05"
148,"Marin Horizons- Marin Horizons Ped Day, Observe site with Frances","2014-09-25 21:43:05"
149,"Marin Horizons- K-8 Walk around the block- 200 students","2014-09-25 21:43:05"
150,"Create Yikes 2 assembly, review and make improvements with staff, revise","2014-09-25 21:43:05"
151,"Obtain props for new school assembly promotional program Yikes 2, transfer equipment and load rodeo trailer for Dixie Rodeo day","2014-09-25 21:43:05"
152,"Hamilton ES - Yikes 1 Assembly - 525 students","2014-09-25 21:43:05"
153,"Manor School - Yikes 1 assembly - 330 students","2014-09-25 21:43:05"
154,"Brookside Upper- Create rodeo alternate plan","2014-09-25 21:43:05"
155,"Neil Cummings- Safety Art","2014-09-25 21:43:05"
156,"Glenwood- Yikes 1 assembly-  360 Students","2014-09-25 21:43:05"
157,"Dixies School Rodeo day - 360 students","2014-09-25 21:43:05"
158,"TAM staff timesheet coordination and invoice development","2014-09-25 21:43:05"
159,"Human Powered parade planning oversight","2014-09-25 21:43:05"
160,"TAM invoice template revisions, editedcompletedprintedcompiled TAM August invoice","2014-09-25 21:43:05"
161,"Sept and Oct staff tasks and project progress oversight","2014-09-25 21:43:05"
162,"98 TAM meeting notes review, timesheets and signatures coordination for Parisi Assoc invoice","2014-09-25 21:43:05"
163,"program projects status and staff tasks coordination oversight, highschool programs review and coordination","2014-09-25 21:43:05"
164,"reviewed Best Practices report","2014-09-25 21:43:05"
165,"Human Powered parade volunteer recruitment and site logistics oversight","2014-09-25 21:43:05"
166,"learned how to send maximizer reports, saving files, time sheets","2014-09-25 21:43:05"
167,"sent out first scheduling email to some principals","2014-09-25 21:43:05"
168,"getting back to school catch up, new staff logisits","2014-09-25 21:43:05"
169,"extra staff, getting schedules","2014-09-25 21:43:05"
170,"overviewing curriculum from last year","2014-09-25 21:43:05"
171,"follow  up with schools and extra staff","2014-09-25 21:43:06"
172,"talking to wendi about staff priorities for walk to school week","2014-09-25 21:43:06"
173,"coordinating visitors and volunteers for parade","2014-09-25 21:43:06"
174,"timesheets  mine and teaching staff","2014-09-25 21:43:06"
175,"talked to Taz about safety art and rodeos","2014-09-25 21:43:06"
176,"extra staff for rodeos","2014-09-25 21:43:06"
177,"special pedestrian day","2014-09-25 21:43:06"
178,"meeting with michael on scheduling, supplies, etc.","2014-09-25 21:43:06"
179,"meeting with afterschool programs","2014-09-25 21:43:06"
180,"ecovelocity clubs","2014-09-25 21:43:06"
181,"met with Heid about parade","2014-09-25 21:43:06"
182,"entertainment for parade","2014-09-25 21:43:06"
183,"tabling info to michael","2014-09-25 21:43:06"
184,"follow up phone calls to schedule classes","2014-09-25 21:43:06"
185,"curriciulum for MCC","2014-09-25 21:43:06"
186,"town council meeting","2014-09-25 21:43:06"
187,"human powered parade","2014-09-25 21:43:06"
188,"miller creek meeting","2014-09-25 21:43:06"
189,"meetings with police and landlord for parade","2014-09-25 21:43:06"
190,"teaching and training 2nd grade class 70 students","2014-09-25 21:43:06"
191,"getting staff, materials ready for W2SD","2014-09-25 21:43:06"
192,"promo to street performers at special event","2014-09-25 21:43:06"
193,"prepare presentation for next generation conference","2014-09-25 21:43:06"
194,"teaching and training helmet safety 28 students","2014-09-25 21:43:06"
195,"teaching and training helmet safety 30 students","2014-09-25 21:43:06"
196,"responding to assembly and class requests","2014-09-25 21:43:06"
197,"follow ups on sponsors for parade","2014-09-25 21:43:06"
198,"following up with TL requesting safety art","2014-09-25 21:43:06"
199,"wrote letter to local businesses , emails","2014-09-25 21:43:06"
200,"safety art and yikes assembly information","2014-09-25 21:43:06"
201,"Marin Horizon walk day","2014-09-25 21:43:06"
202,"bike safety assembly brainstorm","2014-09-25 21:43:06"
203,"meeting about SR2S gear campaign","2014-09-25 21:43:06"
204,"email to Ross school about special classes","2014-09-25 21:43:06"
205,"scheduled 4th grade classes art with school","2014-09-25 21:43:06"
206,"check in meeting with Wendi","2014-09-25 21:43:06"
207,"special donor letters for parade","2014-09-25 21:43:06"
208,"emntertainment inquiries","2014-09-25 21:43:06"
209,"met with teachers at Drake High","2014-09-25 21:43:06"
210,"provided paperworkscheduling to extra teachers","2014-09-25 21:43:06"
211,"downloaded pictures from local education events","2014-09-25 21:43:06"
212,"Description of parade on multiple listserves","2014-09-25 21:43:06"
213,"green transportation campaign research","2014-09-25 21:43:06"
214,"participation in next generations event","2014-09-25 21:43:06"
215,"time sheet tasks for two days","2014-09-25 21:43:06"
216,"checked emails, returned calls","2014-09-25 21:43:06"
217,"stop look and liten plus transportation 20 students","2014-09-25 21:43:06"
218,"walk around the block 30 students","2014-09-25 21:43:06"
219,"jeopardy and training  30 students","2014-09-25 21:43:06"
220,"safety art equipment gatheiring meeting","2014-09-25 21:43:06"
221,"returning phone calls, answering emails","2014-09-25 21:43:06"
222,"scheudling special guests for parade","2014-09-25 21:43:06"
223,"delivery of letters to residents on parade route","2014-09-25 21:43:06"
224,"composition of letter to residents on parade route","2014-09-25 21:43:06"
225,"working out tax forms payment issues with trick rider","2014-09-25 21:43:06"
226,"scripting out Yikes 2 assembly with staff","2014-09-25 21:43:06"
227,"training staff on safety art school logistics","2014-09-25 21:43:06"
228,"talking to administration about assembly payments","2014-09-25 21:43:06"
229,"training and teaching jeopardy with Kristin 50 students","2014-09-25 21:43:06"
230,"arranging entertainment sound tech volunteer","2014-09-25 21:43:06"
231,"main entertainment for parade contract","2014-09-25 21:43:06"
232,assemblies,"2014-09-25 21:43:06"
233,classes,"2014-09-25 21:43:06"
234,"dixie special event logistics","2014-09-25 21:43:06"
235,"walk  to school day events, support to team leaders","2014-09-25 21:43:06"
236,"logisitc scheduling with BMX rider for yikes and rodeos","2014-09-25 21:43:06"
237,"outreach to local businesses promotion","2014-09-25 21:43:06"
238,"responded to volunteer emails from students","2014-09-25 21:43:06"
239,"contacting staff about rodeo dates","2014-09-25 21:43:06"
240,"time sheets, calender  for report","2014-09-25 21:43:06"
241,"walk around the block 60 students","2014-09-25 21:43:06"
242,"next generaton conversation about events","2014-09-25 21:43:06"
243,"responded to volunteer requests ,emails","2014-09-25 21:43:06"
244,"met with teachers to overview schedules","2014-09-25 21:43:06"
245,"promotion meeting with town hall for event","2014-09-25 21:43:06"
246,"follow up about assembly details","2014-09-25 21:43:06"
247,"sent out rodoe and walking permission slips","2014-09-25 21:43:06"
248,"brainstorm and write yikes 2 script","2014-09-25 21:43:06"
249,"helmet saftey  60 students","2014-09-25 21:43:06"
250,"returning calls to Team leaders about safety art, promotion strategies, and assemblies","2014-09-25 21:43:06"
251,"trained Michaelprovided information about how to use safety art and assemblies to support team leaders in promoting walk to school day","2014-09-25 21:43:06"
252,"schedules and reminder calls to rodeo staff","2014-09-25 21:43:06"
253,"trained Michael on safety art, logistics, looked over materials","2014-09-25 21:43:06"
254,"safety art class talking points, etc.","2014-09-25 21:43:06"
255,"scheduled all classes and assembly","2014-09-25 21:43:06"
256,"created write ups and graphics for website","2014-09-25 21:43:06"
257,"met with team leader to plan club strategy","2014-09-25 21:43:06"
258,"yikes assembly","2014-09-25 21:43:06"
259,"overviewed last years club by looking at youth feed back","2014-09-25 21:43:06"
260,"scheduled two yikes assemblies, safety art","2014-09-25 21:43:06"
261,"scheduling all classes  with school and extra teachers","2014-09-25 21:43:06"
262,"planning safety art with team leader","2014-09-25 21:43:06"
263,"editing walk to school day flyeradding info","2014-09-25 21:43:06"
264,"rodeo   350 students","2014-09-25 21:43:06"
265,"yikes assemblies   see jasons sheet","2014-09-25 21:43:06"
266,"safety art training and preparation and clean up 675 students","2014-09-25 21:43:06"
267,"prep for safety art, brainstorming ideas with team leader","2014-09-25 21:43:06"
268,"scheduling staff for safety art","2014-09-25 21:43:06"
269,"following up on class logistics","2014-09-25 21:43:06"
270,"introduction conversation with team leader","2014-09-25 21:43:06"
271,"postering for parade","2014-09-25 21:43:06"
272,"safety art","2014-09-25 21:43:06"
273,"support team leader during the dixie bike day","2014-09-25 21:43:06"
274,"meeting with police about parade route","2014-09-25 21:43:06"
275,"REFINING INVENTORY TRACKING PROCESS","2014-09-25 21:43:06"
276,"PREPARED TL REFERENCE DOCUMENTS -","2014-09-25 21:43:06"
277,"EMAIL TLs at Lu Sutton, White Hill, St Anselm","2014-09-25 21:43:06"
278,"MEETING FOR BIKE-ART","2014-09-25 21:43:06"
279,"PHONE - Dan - database, Wendi, printer","2014-09-25 21:43:06"
280,"INVENTORY CHANGES","2014-09-25 21:43:06"
281,"PHONE -  Kel Harris, Heidi Adler, etc.","2014-09-25 21:43:06"
282,"CREATED TL SUPPORT PACKET","2014-09-25 21:43:06"
283,"INBOXOUTBOX PLANNING","2014-09-25 21:43:06"
284,"MEET WITH MELANIE - BIKE ART","2014-09-25 21:43:06"
285,"DELIVER TL PACKETS","2014-09-25 21:43:06"
286,"DATABASE COPY  NOTES TO DAN","2014-09-25 21:43:06"
287,"PRINT DIRECTIONS FOR TL DELIVERIES","2014-09-25 21:43:06"
288,"CALLED PRINCIPALS FOR FLYER APPROVE","2014-09-25 21:43:06"
289,"UPDATING PRESS LIST","2014-09-25 21:43:06"
290,"MEETING - MELANIE - TABLING","2014-09-25 21:43:06"
291,"POSTCARD DESIGN - HPP","2014-09-25 21:43:06"
292,"CALLED PRINCIPALS FLYER APPROVAL","2014-09-25 21:43:06"
293,"EVENT PROMOTION - UPDATING PRESS LIST","2014-09-25 21:43:06"
294,"STOP LOOK AND LISTEN - WATCHED MELANIE","2014-09-25 21:43:06"
295,"PREPARE TABLING KIT FOR WHOLE FOODS","2014-09-25 21:43:06"
296,"TABLING AT WHOLE FOODS","2014-09-25 21:43:06"
297,"STARTED POSTER DESIGN - HPP","2014-09-25 21:43:06"
298,"VOLUNTEER COORDINATION","2014-09-25 21:43:06"
299,"EVENT PROMOTION - I-WALK - HPP","2014-09-25 21:43:06"
300,"INSTALLING SOFTWARE","2014-09-25 21:43:06"
301,"EMAILS TLs, Mary Scarlett, William Wayland","2014-09-25 21:43:06"
302,"EDITING PRESS RELEASES","2014-09-25 21:43:06"
303,"TALKING TO PRESS","2014-09-25 21:43:06"
304,"PITCHING STORY - PRESS","2014-09-25 21:43:06"
305,"CONTACTING PRINCIPALS - FLYER","2014-09-25 21:43:06"
306,"PHONE Key Feallock, Deborah A., Mary S.","2014-09-25 21:43:06"
307,"WRITING PARADE BLURB","2014-09-25 21:43:06"
308,"WROTE AND SENT GROUP EMAIL","2014-09-25 21:43:06"
309,"PHONE press follow up HPP","2014-09-25 21:43:06"
310,"FINISH HPP POSTER","2014-09-25 21:43:06"
311,"CIRCULATE HPP FLYERS","2014-09-25 21:43:06"
312,"GET ARTWORK TO PRINTER","2014-09-25 21:43:06"
313,"phone - volunteer coordination","2014-09-25 21:43:06"
314,"RESEARCHING GEAR MFRS","2014-09-25 21:43:06"
315,"STAFF MEETING","2014-09-25 21:43:06"
316,"PITCHING TO PRESS - HPP STORY","2014-09-25 21:43:06"
317,"TALKED WITH DAN  WENDI RE - DATABASE","2014-09-25 21:43:06"
318,"EMAILS to event partners, team leaders","2014-09-25 21:43:06"
319,"PHONE CALLS TO PRINCIPALS","2014-09-25 21:43:06"
320,"COORDINATION WITH PRINTER - IWALK FLYER","2014-09-25 21:43:06"
321,"MAILING MATERIALS TO TL","2014-09-25 21:43:06"
322,"MEETING WITH MEL - SAFETY ART","2014-09-25 21:43:06"
323,"EMAILS planning materials distribution","2014-09-25 21:43:06"
324,"COORDINATING POSTER  FLYER DISTRIBUTION","2014-09-25 21:43:06"
325,"PREPARED GROUP EMAIL DOCS- TL","2014-09-25 21:43:06"
326,"TIMECARD COMPLETION","2014-09-25 21:43:06"
327,"DELIVERING KEYCHAINS  POSTERS","2014-09-25 21:43:06"
328,"TALKING WITH EVENT PARTNER","2014-09-25 21:43:06"
329,"PHONE CALLS volunteer coordination","2014-09-25 21:43:06"
330,"reply emails  phone to team leaders","2014-09-25 21:43:06"
331,"pickup dropoff rt I-walk items - schools","2014-09-25 21:43:06"
332,"sorting  organizing safety art materials","2014-09-25 21:43:06"
333,"rehearsed  developed script for yikes assy.","2014-09-25 21:43:06"
334,"TrainingHelping on Bike Rodeo- Brookside","2014-09-25 21:43:06"
335,"returning rental van -","2014-09-25 21:43:06"
336,"piciking up safety art materials","2014-09-25 21:43:06"
337,"filling in timesheet","2014-09-25 21:43:06"
338,"prep safety art materials","2014-09-25 21:43:06"
339,"copy of parade flyer - knikos hand feed and cut","2014-09-25 21:43:06"
340,"compiling  assessing TL reports from schools","2014-09-25 21:43:06"
341,"edited pieces for Marin IJ in your town","2014-09-25 21:43:06"
342,"recruiting help for bike decorating","2014-09-25 21:43:06"
343,"safety art - wade thomas school - 5 classes","2014-09-25 21:43:06"
344,"volunteer coordination - problem solving","2014-09-25 21:43:06"
345,"filling out timesheet","2014-09-25 21:43:06"
346,"meeting with staff - logistics, safety art","2014-09-25 21:43:06"
347,"safety art - Neil Cummins School - 6 classes","2014-09-25 21:43:06"
348,"follow-up phone calls to team-leaders","2014-09-25 21:43:06"
349,"coordinating vounteers to flyer for HPP","2014-09-25 21:43:06"
350,"Novato Task Force - database update, set up meeting","2014-09-25 21:43:06"
351,"review time sheets, reporting","2014-09-25 21:43:06"
352,"outline of schools joining program","2014-09-25 21:43:06"
353,"outline for tasks","2014-09-25 21:43:06"
354,"general communications with team leaders,","2014-09-25 21:43:06"
355,"staff oversight - Michael - database, team leader requests","2014-09-25 21:43:06"
356,"permission to distribute flyers from principals","2014-09-25 21:43:06"
357,"Conversations with two Reed reps","2014-09-25 21:43:06"
358,"Conversation with Brookside rep","2014-09-25 21:43:06"
359,"Conversation with Bahia Rep","2014-09-25 21:43:06"
360,"outline of program for 2005-6 year","2014-09-25 21:43:06"
361,communications,"2014-09-25 21:43:06"
362,"Iwalk flyer distribution","2014-09-25 21:43:06"
363,"staff oversight materials prep","2014-09-25 21:43:06"
364,"review curriculum material","2014-09-25 21:43:06"
365,"review school wellness policy","2014-09-25 21:43:06"
366,"Summary of tasks performed","2014-09-25 21:43:06"
367,"PA&N collabortive meeting","2014-09-25 21:43:06"
368,"press release  Iwalk","2014-09-25 21:43:06"
369,"Meeting with TAM","2014-09-25 21:43:06"
370,"TAM reporting, answering questions, responding to Davids inquirites, preparing August report.","2014-09-25 21:43:06"
371,"Novato Task Force meeting","2014-09-25 21:43:06"
372,"distribution of Iwalk flyers delivery list","2014-09-25 21:43:06"
373,"communications Novato Task Force, Sun Valley, David Parisi, Manor school, Lagunitas misc emails","2014-09-25 21:43:06"
374,"comments on survey","2014-09-25 21:43:06"
375,"creation of sample newsletter submission for school newsletters","2014-09-25 21:43:06"
376,"strategies on middle and high school","2014-09-25 21:43:06"
377,"Meeting with Hill assistant principal","2014-09-25 21:43:06"
378,"Conversation with volunteer on walkabouts","2014-09-25 21:43:06"
379,"Conversation with new volunteer","2014-09-25 21:43:06"
380,"work with Jaon on Marin Horizon and new Yikes assembly","2014-09-25 21:43:06"
381,"converation with outgoing team leader and prep for principal meeting","2014-09-25 21:43:06"
382,"misc communications, St. Anselms new team leaders,  Reed on W2SD, Hamilton, Ross, Marin Horizon","2014-09-25 21:43:06"
383,"refine letter to principals","2014-09-25 21:43:06"
384,"Call from parent at St. Anselms","2014-09-25 21:43:06"
385,"Press work for W2SD","2014-09-25 21:43:06"
386,"prep for Tam presentation, presentation","2014-09-25 21:43:06"
387,"activities chart","2014-09-25 21:43:06"
388,"Talk to potential team leader at While Hill","2014-09-25 21:43:06"
389,"staff meeting, plan for Wakl to School Day","2014-09-25 21:43:06"
390,"Meeting with Principal and team leaders at Edna Maguire","2014-09-25 21:43:06"
391,"pick up flyers from printer and deliver to Reed","2014-09-25 21:43:06"
392,"I walk promotion","2014-09-25 21:43:06"
393,"discuss logistics of scheduling staff wMel","2014-09-25 21:43:06"
394,"preparations, promotions and misc work for Iwalk","2014-09-25 21:43:06"
395,"review best practices draft and made comments.","2014-09-25 21:43:06"
396,"working with both team leaders to resolve a conflict","2014-09-25 21:43:06"
397,"Staff direction, resolving rodeo issue, directing admin on tasks, scheduling problems, crisis management","2014-09-25 21:43:06"
398,"misc communications, street issues - Fairfax, Brookside, Sun Valley, Dixie, Novato task force","2014-09-25 21:43:06"
399,"talk with Walk Boston re best practices","2014-09-25 21:43:06"
400,"walk to schohol day  questions, Reed, Vallicito, promotion","2014-09-25 21:43:06"
401,"Tam High Safety Meeting","2014-09-25 21:43:06"
402,"Walk to School day promotino, press, e-message to team leaders","2014-09-25 21:43:06"
403,"Marin Horizon reconnaisance w volunteers","2014-09-25 21:43:06"
404,"talk to parent from Neil Cummins","2014-09-25 21:43:06"
405,"setting up meeting w Sun Valley","2014-09-25 21:43:07"
406,"work program","2014-09-25 21:43:07"
407,"Manor walkabout","2014-09-25 21:43:07"
408,"distribution of z-bars","2014-09-25 21:43:07"
409,"Prepare time cards and TAM report","2014-09-25 21:43:07"
410,"research GIS mapping and liability issues","2014-09-25 21:43:07"
411,"correspondence, phone call w David","2014-09-25 21:43:07"
412,"Tam Monthly report","2014-09-25 21:43:07"
413,correspondenceemail,"2014-09-25 21:43:07"
414,"supplimental report, presentation to excom","2014-09-25 21:43:07"
415,"review of time sheet coding with staff","2014-09-25 21:43:07"
416,"staff meeting, discuss report on classes taught and what is left to teach, rodeo logistics, middle school program, team leader winter training.","2014-09-25 21:43:07"
417,"Larkspur Working Group meeting - discussed carpooling for Larkspur community","2014-09-25 21:43:07"
418,"Wellness steering committee meeting","2014-09-25 21:43:07"
419,"reminder notices on Hamilton walkabout and Laurel del presentation, talk with Hamilton Team Leader to prepare for walkabout","2014-09-25 21:43:07"
420,"gerneral correspondence","2014-09-25 21:43:07"
421,"Middle School meeting","2014-09-25 21:43:07"
422,"review reports on curriculum and events for the fall.","2014-09-25 21:43:07"
423,"walkabout for Hamilton.  Presentation to Laurel Del","2014-09-25 21:43:07"
424,"create school  task matrix","2014-09-25 21:43:07"
425,"email - task forces, answering questions, staff oversight, set up meeting with Old Mill principal,","2014-09-25 21:43:07"
426,"Meeting with Kim and Dwayne to improve and speed up TAM reporting through new systems.","2014-09-25 21:43:07"
427,"review staff timecards, prepare TAM report","2014-09-25 21:43:07"
