TimeLogProperty_ID,TimeLog_IDRef,ProjPropEnum_IDRef
376,2116,27
377,2117,6
378,2118,17
379,2119,6
380,2120,5
381,2121,27
382,2122,39
383,2125,75
384,2126,15
385,2127,15
386,2128,41
387,2129,41
388,2130,83
389,2131,59
390,2132,59
391,2133,15
392,2136,27
393,2137,74
394,2138,33
395,2140,39
396,2143,75
397,2145,30
398,2148,27
399,2149,75
400,2151,10
401,2152,45
402,2158,30
403,2161,75
404,2164,4
405,2165,4
406,2169,41
407,2170,32
408,2171,30
409,2179,39
410,2180,41
411,2183,33
412,2237,75
413,2238,15
414,2258,75
415,2259,15
416,2286,83
417,2287,41
418,2288,32
419,2289,41
420,2315,15
421,2321,23
422,2322,17
423,2323,28
424,2326,68
425,2328,10
426,2329,28
427,2330,39
428,2343,30
429,2344,28
430,2345,27
431,2348,29
432,2349,29
433,2352,28
434,2358,30
435,2359,28
436,2367,30
437,2373,28
438,2380,30
439,2381,28
440,2384,41
441,2385,15
442,2388,83
443,2389,28
444,2392,28
445,2394,32
446,2396,25
447,2398,30
448,2399,28
449,2401,30
450,2404,41
451,2405,28
452,2406,28
453,2407,29
454,2408,28
455,2409,64
456,2418,25
457,2424,59
458,2425,59
459,2426,59
460,2427,59
461,2428,28
462,2430,15
463,2433,33
464,2440,59
465,2480,29
466,2484,32
467,2504,13
468,2518,27
469,2523,13
470,2524,74
471,2526,59
472,2527,74
473,2528,59
474,2529,59
475,2531,20
476,2532,13
477,2533,41
478,2535,41
479,2540,20
480,2541,41
481,2619,59
482,2626,59
483,2627,30
484,2633,41
485,2640,28
486,2642,20
487,2648,59
488,2649,41
489,2653,28
490,2654,13
491,2657,29
492,2658,30
493,2663,28
494,2664,18
495,2665,28
496,2676,28
497,2681,30
498,2706,20
499,2707,13
500,2861,28
501,3134,3
502,3145,14
503,3148,22
504,3150,14
505,3164,28
506,3166,7
507,3168,14
508,3206,49
509,3213,50
510,3243,14
511,3352,10
512,3353,16
513,3361,7
514,3362,7
515,3363,7
516,3366,10
517,3374,7
518,3375,7
519,3376,37
520,3377,10
521,3378,7
522,3382,49
523,3391,11
524,3392,11
525,3393,10
526,3394,7
527,3396,10
528,3397,16
529,3481,7
530,3518,49
531,3534,10
532,3535,10
533,3536,49
534,3537,10
535,3538,32
536,3539,16
537,3598,4
538,3608,26
539,3643,10
540,3644,16
541,3645,7
542,3646,14
543,3669,4
544,3670,43
545,3673,43
546,3676,30
547,3677,28
548,3678,4
549,3692,11
550,3693,14
551,3695,11
552,3696,11
553,3697,5
554,3698,14
555,3699,10
556,3700,7
557,3701,7
558,3708,49
559,3710,1
560,3711,17
561,3712,17
562,3713,11
563,3719,14
564,3722,17
565,3723,17
566,3724,4
567,3725,4
568,3730,4
569,3732,11
570,3733,16
571,3756,1
572,3757,10
573,3775,11
574,3776,14
575,3799,1
576,3812,28
577,3813,29
578,3818,10
579,3819,16
580,3820,41
581,3821,7
582,3822,55
583,3823,41
584,3824,11
585,3825,14
586,3827,1
587,3829,44
588,3830,16
589,3831,11
590,3832,14
591,3929,30
592,3930,30
593,3964,82
594,3969,30
595,3970,30
596,3973,28
597,3977,30
598,3978,70
599,3989,23
600,4000,1
601,4001,1
602,4007,1
603,4008,31
604,4009,31
605,4010,31
606,4011,31
607,4012,31
608,4013,32
609,4018,1
610,4027,31
611,4028,31
612,4029,31
613,4030,31
614,4031,2
615,4032,19
616,4033,32
617,4037,2
618,4038,2
619,4047,19
620,4048,31
621,4068,1
622,4070,2
623,4150,32
624,4151,32
625,4155,76
626,4156,76
627,4157,49
628,4155,74
629,4156,74
630,4170,32
631,4171,32
632,4172,21
633,4173,49
634,4271,32
635,4272,41
636,4273,32
637,4275,41
638,4331,14
639,4334,5
640,4343,41
641,4360,28
642,4381,30
643,4385,28
644,4386,28
645,4387,28
646,4388,70
647,4395,30
648,4396,30
649,4397,28
650,4399,70
651,4403,70
652,4404,23
653,4405,43
654,4406,43
655,4407,30
656,4408,30
657,4409,30
658,4410,30
659,4411,30
660,4415,28
661,4417,42
662,4418,43
663,4419,43
664,4420,23
665,4423,23
666,4424,70
667,4430,70
668,4433,43
669,4459,49
670,4460,49
671,4461,49
672,4462,21
673,4463,21
674,4464,6
675,4465,10
676,4471,21
677,4472,21
678,4473,21
679,4474,21
680,4475,21
681,4476,60
682,4477,60
683,4478,59
684,4479,59
685,4480,59
686,4486,60
687,4487,74
688,4487,76
689,4592,41
690,4593,41
691,4594,41
692,4595,41
693,4596,21
694,4597,41
695,4598,41
696,4599,41
697,4601,41
698,4602,41
699,4605,59
700,4607,6
701,4616,70
702,4628,5
703,4629,5
704,4638,30
705,4639,30
706,4644,30
707,4647,25
708,4657,2
709,4659,23
710,4716,70
711,4717,23
712,4718,70
713,4719,70
714,4720,33
715,4721,70
716,4722,70
717,4723,30
718,4724,43
719,4725,70
720,4726,70
721,4727,70
722,4732,30
723,4733,30
724,4735,23
725,4736,23
726,4738,23
727,4739,23
728,4740,23
729,4744,30
730,4745,30
731,4746,30
732,4747,70
733,4770,59
734,4771,60
735,4777,41
736,4778,41
737,4779,41
738,4780,41
739,4781,41
740,4782,41
741,4783,41
742,4785,33
743,4786,12
744,4787,12
745,4788,59
746,4789,59
747,4790,41
748,4791,41
749,4792,41
750,4793,41
751,4796,33
752,4797,33
753,4801,16
754,4802,28
755,4803,25
756,4816,16
757,4817,16
758,4818,16
759,4819,16
760,4820,1
761,4932,41
762,4933,41
763,4945,41
764,5002,2
765,5016,14
766,5017,14
767,5020,20
768,5041,26
769,5049,25
770,5050,25
771,5051,25
772,5053,49
773,5054,28
774,5055,28
775,5063,28
776,5064,28
777,5065,28
778,5066,27
779,5080,27
780,5081,23
781,5082,10
782,5083,10
783,5084,10
784,5085,79
785,5086,46
786,5089,27
787,5092,20
788,5093,16
789,5094,16
790,5095,16
791,5101,49
792,5102,25
793,5103,25
794,5104,25
795,5111,55
796,5113,62
797,5115,27
798,5116,79
799,5117,23
800,5118,23
801,5119,23
802,5120,10
803,5125,49
804,5126,55
805,5127,46
806,5130,17
807,5131,33
808,5132,49
809,5135,20
810,5136,27
811,5137,33
812,5159,20
813,5160,20
814,5184,25
815,5185,60
816,5186,49
817,5227,27
818,5228,32
819,5244,17
820,5245,33
821,5248,25
822,5249,49
823,5250,17
824,5251,49
825,5252,17
826,5253,39
827,5286,70
828,5287,71
829,5318,51
830,5329,11
831,5330,11
832,5331,11
833,5354,11
834,5355,27
835,5358,5
836,5359,5
837,5361,5
838,5366,39
839,5378,28
840,5380,25
841,5381,25
842,5392,30
843,5393,15
844,5394,10
845,5395,28
846,5396,28
847,5397,28
848,5398,28
849,5399,28
850,5400,55
851,5401,55
852,5402,30
853,5403,30
854,5404,30
855,5405,30
856,5413,30
857,5414,13
858,5415,26
859,5421,17
860,5422,39
861,5423,32
862,5424,11
863,5425,31
864,5427,13
865,5428,42
866,5430,17
867,5431,39
868,5435,16
869,5442,32
870,5443,71
871,5444,15
872,5445,15
873,5447,15
874,5451,55
875,5454,25
876,5455,25
877,5458,25
878,5459,31
879,5460,15
880,5461,15
881,5464,26
882,5465,26
883,5466,28
884,5469,55
885,5470,26
886,5471,26
887,5472,14
888,5473,26
889,5474,26
890,5475,26
891,5476,26
892,5477,26
893,5479,13
894,5482,71
895,5483,71
896,5484,13
897,5485,13
898,5486,17
899,5487,32
900,5534,32
901,5535,60
902,5555,25
903,5556,25
904,5557,71
905,5558,26
906,5562,26
907,5566,26
908,5577,55
909,5578,55
910,5595,26
911,5596,26
912,5604,13
913,5605,17
914,5606,39
915,5607,15
916,5608,15
917,5609,31
918,5610,32
919,5611,15
920,5612,31
921,5613,25
922,5614,25
923,5615,55
924,5616,26
925,5617,13
926,5623,51
927,5624,51
928,5625,51
929,5640,11
930,5646,41
931,5648,43
932,5663,16
933,5666,5
934,5679,14
935,5691,28
936,5692,28
937,5695,11
938,5696,11
939,5697,14
940,5698,28
941,5699,14
942,5739,55
943,5747,41
944,5752,26
945,5762,11
946,5763,28
947,5764,28
948,5765,28
949,5766,43
950,5775,43
951,5776,30
952,5789,71
953,5791,71
954,5792,26
955,5793,26
956,5795,13
957,5796,17
958,5797,17
959,5798,17
960,5802,71
961,5807,23
962,5808,13
963,5809,13
964,5811,17
965,5815,11
966,5853,26
967,5854,26
968,5875,11
969,5921,11
970,5965,11
971,5985,18
972,6006,69
973,6007,84
974,6109,16
975,6110,14
976,6282,28
977,6283,28
978,6298,28
979,6309,28
980,6323,30
981,6329,4
982,6336,28
983,6337,28
984,6338,30
985,6364,7
986,6365,7
987,6366,16
988,6367,16
989,6375,14
990,6379,10
991,6380,7
992,6381,16
993,6382,16
994,6388,28
995,6389,28
996,6390,28
997,6401,4
998,6414,14
999,6415,14
1000,6416,29
1001,6417,4
1002,6431,7
1003,6432,7
1004,6433,16
1005,6434,16
1006,6449,29
1007,6451,10
1008,6452,7
1009,6458,16
1010,6459,16
1011,6461,16
1012,6491,14
1013,6493,7
1014,6499,17
1015,6500,11
1016,6508,4
1017,6512,22
1018,6513,4
1019,6524,49
1020,6527,14
1021,6531,14
1022,6533,29
1023,6537,29
1024,6539,14
1025,6545,4
1026,6554,4
1027,6556,14
1028,6557,14
1029,6558,48
1030,6563,4
1031,6567,3
1032,6569,25
1033,6589,10
1034,6590,10
1035,6607,6
1036,6608,4
1037,6609,4
1038,6643,69
1039,6644,69
1040,6719,5
1041,6730,7
1042,6733,49
1043,6786,30
1044,6787,28
1045,6789,28
1046,6790,28
1047,6794,30
1048,6796,43
1049,6800,28
1050,6801,28
1051,6805,4
1052,6806,4
1053,6807,29
1054,6808,29
1055,6818,28
1056,6819,28
1057,6820,29
1058,6821,29
1059,6822,29
1060,6826,10
1061,6834,29
1062,6854,16
1063,6855,16
1064,6859,10
1065,6860,10
1066,6861,10
1067,6862,39
1068,6863,39
1069,6864,39
1070,6869,39
1071,6876,49
1072,6877,49
1073,6878,10
1074,6879,10
1075,6880,10
1076,6886,14
1077,6887,14
1078,6892,49
1079,6897,49
1080,6898,49
1081,6899,49
1082,6900,49
1083,6901,17
1084,6902,17
1085,6903,49
1086,6904,49
1087,6905,10
1088,6906,10
1089,6907,10
1090,6909,7
1091,6911,49
1092,6912,17
1093,6913,17
1094,6915,16
1095,6916,31
1096,6918,7
1097,6920,16
1098,6921,16
1099,6922,39
1100,6926,10
1101,6927,10
1102,6928,10
1103,6932,39
1104,6933,39
1105,6934,7
1106,6936,7
1107,6938,39
1108,6945,10
1109,6946,10
1110,6947,10
1111,6948,10
1112,6958,28
1113,6959,28
1114,6960,28
1115,6961,10
1116,6963,4
1117,6971,14
1118,6972,10
1119,6999,10
1120,6999,49
1121,7009,10
1122,7010,49
1123,7011,7
1124,7013,10
1125,7014,17
1126,7052,16
1127,7064,14
1128,7132,16
1129,7133,31
1130,7134,10
1131,7135,7
1132,7218,2
1133,7219,2
1134,7220,19
1135,7222,2
1136,7232,39
1137,7233,21
1138,7235,14
1139,7240,14
1140,7241,21
1141,7242,19
1142,7243,2
1143,7249,28
1144,7250,28
1145,7257,29
1146,7258,30
1147,7259,30
1148,7263,28
1149,7264,28
1150,7266,30
1151,7267,30
1152,7268,43
1153,7272,28
1154,7273,28
1155,7274,43
1156,7283,28
1157,7284,28
1158,7285,43
1159,7286,43
1160,7290,4
1161,7315,17
1162,7322,17
1163,7323,17
1164,7329,17
1165,7330,17
1166,7339,6
1167,7350,6
1168,7351,6
1169,7354,6
1170,7356,6
1171,7357,6
1172,7358,6
1173,7367,14
1174,7371,27
1175,7372,27
1176,7425,17
1177,7527,6
1178,7528,45
1179,7529,28
1180,7533,30
1181,7536,28
1182,7537,28
1183,7538,43
1184,7539,43
1185,7545,28
1186,7552,30
1187,7554,28
1188,7555,28
1189,7556,28
1190,7568,43
1191,7580,14
1192,7585,19
1193,7586,21
1194,7587,21
1195,7589,19
1196,7590,19
1197,7594,19
1198,7596,31
1199,7597,31
1200,7598,31
1201,7600,51
1202,7601,51
1203,7602,31
1204,7603,31
1205,7604,31
1206,7605,31
1207,7609,20
1208,7618,19
1209,7620,51
1210,7621,14
1211,7622,14
1212,7629,27
1213,7640,19
1214,7641,19
1215,7647,2
1216,7649,2
1217,7654,19
1218,7675,51
1219,7678,20
1220,7780,19
1221,7781,19
1222,7782,19
1223,7783,19
1224,7784,19
1225,7810,26
1226,7869,28
1227,7871,43
1228,7874,4
1229,7875,4
1230,7880,30
1231,7881,30
1232,7882,29
1233,7887,28
1234,7888,4
1235,7889,4
1236,7890,4
1237,7894,30
1238,7895,30
1239,7919,1
1240,7921,33
1241,7923,21
1242,7924,21
1243,7925,21
1244,7928,55
1245,7929,55
1246,7930,33
1247,7931,33
1248,7932,51
1249,7924,1
1250,7934,1
1251,7935,1
1252,7951,1
1253,7953,11
1254,7988,1
1255,7989,28
1256,7995,51
1257,7996,19
1258,8001,11
1259,8002,11
1260,8009,5
1261,8028,5
1262,8029,5
1263,8038,11
1264,8039,11
1265,8172,1
1266,8280,28
1267,8281,28
1268,8282,43
1269,8291,30
1270,8292,4
1271,8318,51
1272,8324,21
1273,8325,21
1274,8326,21
1275,8330,13
1276,8326,55
1277,8332,55
1278,8334,51
1279,8337,51
1280,8340,21
1281,8341,55
1282,8342,1
1283,8349,51
1284,8381,5
1285,8382,5
1286,8387,28
1287,8388,28
1288,8393,11
1289,8394,11
1290,8395,1
1291,8396,1
1292,8397,1
1293,8398,1
1294,8402,5
1295,8403,1
1296,8407,28
1297,8413,11
1298,8414,11
1299,8435,28
1300,8441,28
1301,8442,28
1302,8608,49
1303,8638,32
1304,8639,32
1305,8640,32
1306,8641,32
1307,8656,4
1308,8660,29
1309,8663,28
1310,8668,43
1311,8671,30
1312,8675,28
1313,8676,43
1314,8677,62
1315,8682,30
1316,8683,28
1317,8692,30
1318,8697,43
1319,8698,29
1320,8708,4
1321,8713,55
1322,8748,48
1323,8749,14
1324,8797,55
1325,8809,28
1326,8818,3
1327,8840,30
1328,8841,30
1329,8842,30
1330,8844,3
1331,8845,3
1332,8846,28
1333,8860,2
1334,9011,48
1335,9012,48
1336,9013,48
1337,9014,48
1338,9015,48
1339,9016,14
1340,9017,14
1341,9019,11
1342,9020,41
1343,9022,32
1344,9023,7
1345,9026,60
1346,9047,32
1347,9048,32
1348,9143,28
1349,9144,62
1350,9145,30
1351,9146,30
1352,9147,4
1353,9148,4
1354,9150,30
1355,9151,30
1356,9157,4
1357,9158,4
1358,9166,29
1359,9179,2
1360,9180,2
1361,9181,14
1362,9182,31
1363,9183,11
1364,9190,14
1365,9196,60
1366,9197,10
1367,9198,49
1368,9199,49
1369,9208,3
1370,9209,3
1371,9211,31
1372,9212,31
1373,9213,48
1374,9214,48
1375,9219,32
1376,9224,48
1377,9225,62
1378,9226,62
1379,9232,32
1380,9233,11
1381,9234,11
1382,9235,17
1383,9236,17
1384,9237,32
1385,9238,48
1386,9240,5
1387,9243,29
1388,9250,14
1389,9251,21
1390,9252,21
1391,9253,60
1392,9254,21
1393,9255,60
1394,9256,4
1395,9257,30
1396,9258,4
1397,9260,21
1398,9261,21
1399,9262,21
1400,9263,21
1401,9264,49
1402,9268,21
1403,9269,21
1404,9274,4
1405,9275,30
1406,9276,30
1407,9277,30
1408,9279,7
1409,9293,14
1410,9294,4
1411,9296,28
1412,9297,32
1413,9298,10
1414,9299,14
1415,9300,14
1416,9306,4
1417,9311,28
1418,9312,28
1419,9320,48
1420,9321,49
1421,9322,3
1422,9346,48
1423,9350,39
1424,9352,30
1425,9354,4
1426,9355,31
1427,9362,11
1428,9363,11
1429,9364,39
1430,9365,30
1431,9366,4
1432,9367,4
1433,9368,17
1434,9369,48
1435,9372,62
1436,9376,28
1437,9440,3
1438,9441,3
1439,9521,14
1440,9522,1
1441,9523,31
1442,9524,31
1443,9526,2
1444,9527,2
1445,9528,14
1446,9529,49
1447,9530,3
1448,9531,3
1449,9532,31
1450,9533,31
1451,9534,11
1452,9535,17
1453,9536,14
1454,9537,14
1455,9551,14
1456,9559,14
1457,9579,14
1458,9690,29
1459,9691,4
1460,9692,4
1461,9693,28
1462,9694,28
1463,9695,28
1464,9698,30
1465,9699,43
1466,9700,28
1467,9701,28
1468,9702,39
1469,9705,4
1470,9707,30
1471,9708,43
1472,9709,43
1473,9710,43
1474,9711,29
1475,9715,43
1476,9716,43
1477,9717,43
1478,9718,28
1479,9722,15
1480,9733,27
1481,9734,39
1482,9735,5
1483,9736,29
1484,9737,29
1485,9740,48
1486,9741,32
1487,9742,32
1488,9741,48
1489,9746,60
1490,9747,60
1491,9748,7
1492,9750,21
1493,9751,21
1494,9755,29
1495,9756,29
1496,9757,29
1497,9758,27
1498,9759,27
1499,9764,60
1500,9765,60
1501,9772,32
1502,9773,53
1503,9774,39
1504,9775,53
1505,9776,60
1506,9777,60
1507,9779,69
1508,9789,55
1509,9790,60
1510,9791,5
1511,9792,5
1512,9793,15
1513,9794,59
1514,9796,5
1515,9801,7
1516,9802,21
1517,9803,32
1518,9804,1
1519,9806,49
1520,9808,43
1521,9828,27
1522,9829,29
1523,9833,25
1524,9834,25
1525,9835,32
1526,9836,69
1527,9837,69
1528,9838,39
1529,9846,53
1530,9847,4
1531,9848,28
1532,9849,33
1533,9850,25
1534,9851,69
1535,9852,69
1536,9853,69
1537,9854,69
1538,9855,55
1539,9856,55
1540,9864,25
1541,9865,14
1542,9869,5
1543,9870,5
1544,9872,41
1545,9873,15
1546,9874,15
1547,9991,32
1548,9992,32
1549,9993,39
1550,9994,39
1551,9995,1
1552,9996,69
1553,9997,55
1554,9999,3
1555,10000,27
1556,10001,32
1557,10002,39
1558,10003,1
1559,10004,33
1560,10005,55
1561,10006,5
1562,10007,27
1563,10009,53
1564,10010,1
1565,10011,33
1566,10031,2
1567,10082,55
1568,10086,6
1569,10105,28
1570,10107,30
1571,10110,29
1572,10111,43
1573,10129,25
1574,10132,23
1575,10135,59
1576,10138,69
1577,10139,69
1578,10140,69
1579,10169,49
1580,10170,49
1581,10171,49
1582,10176,25
1583,10177,25
1584,10178,25
1585,10185,41
1586,10186,41
1587,10188,14
1588,10189,14
1589,10192,69
1590,10195,25
1591,10196,25
1592,10291,15
1593,10295,25
1594,10303,69
1595,10325,27
1596,10326,39
1597,10327,39
1598,10328,32
1599,10577,30
1600,10578,30
1601,10579,28
1602,10755,68
1603,10756,68
1604,10787,85
1605,10788,79
1606,10789,79
1607,10790,79
1608,10804,79
1609,10833,30
1610,10834,30
1611,10843,28
1612,10844,28
1613,10848,4
1614,10849,4
1615,10861,28
1616,10867,83
1617,10877,30
1618,10878,30
1619,10879,29
1620,10880,29
1621,10882,4
1622,10883,4
1623,10887,23
1624,10893,4
1625,10894,4
1626,10895,70
1627,10896,28
1628,10898,42
1629,10935,16
1630,10936,16
1631,10937,16
1632,10938,16
1633,10942,16
1634,10943,16
1635,10945,21
1636,10946,21
1637,10947,21
1638,10948,16
1639,10949,16
1640,10952,16
1641,10956,55
1642,10957,55
1643,10958,31
1644,10959,31
1645,10962,10
1646,10965,30
1647,10966,30
1648,10973,4
1649,10975,4
1650,10983,16
1651,10984,4
1652,10985,29
1653,10988,4
1654,10990,16
1655,10991,28
1656,10992,4
1657,10993,16
1658,10997,29
1659,10998,29
1660,11054,5
1661,11055,5
1662,11065,5
1663,11066,5
1664,11067,5
1665,11068,5
1666,11069,21
1667,11070,16
1668,11071,16
1669,11127,89
1670,11128,91
1671,11152,16
1672,11153,55
1673,11194,85
1674,11195,85
1675,11196,85
1676,11212,88
1677,11231,16
1678,11232,88
1679,11257,85
1680,11258,89
1681,11286,85
1682,11287,85
1683,11291,5
1684,11292,89
1685,11293,89
1686,11309,32
1687,11320,89
1688,11321,89
1689,11322,88
1690,11323,88
1691,11324,88
1692,11326,91
1693,11327,91
1694,11328,91
1695,11329,93
1696,11336,87
1697,11344,85
1698,11346,87
1699,11347,87
1700,11348,25
1701,11349,25
1702,11358,92
1703,11367,28
1704,11375,29
1705,11378,26
1706,11379,26
1707,11385,30
1708,11390,42
1709,11393,28
1710,11394,30
1711,11395,30
1712,11396,30
1713,11397,30
1714,11398,30
1715,11402,28
1716,11403,42
1717,11419,16
1718,11420,7
1719,11421,7
1720,11422,5
1721,11423,5
1722,11424,29
1723,11425,29
1724,11426,55
1725,11430,10
1726,11431,10
1727,11432,10
1728,11433,51
1729,11434,21
1730,11439,10
1731,11440,10
1732,11441,10
1733,11442,21
1734,11443,21
1735,11444,21
1736,11445,21
1737,11446,21
1738,11447,21
1739,11464,10
1740,11465,21
1741,11470,10
1742,11471,10
1743,11472,10
1744,11473,10
1745,11474,11
1746,11476,29
1747,11477,29
1748,11482,28
1749,11483,30
1750,11484,29
1751,11486,30
1752,11487,29
1753,11488,29
1754,11490,29
1755,11491,4
1756,11494,26
1757,11496,30
1758,11497,4
1759,11498,21
1760,11499,30
1761,11502,42
1762,11506,30
1763,11507,30
1764,11508,30
1765,11509,28
1766,11510,30
1767,11516,7
1768,11517,29
1769,11521,7
1770,11522,5
1771,11523,5
1772,11524,5
1773,11525,5
1774,11526,51
1775,11527,50
1776,11531,51
1777,11532,51
1778,11533,51
1779,11534,21
1780,11535,21
1781,11536,29
1782,11537,29
1783,11538,29
1784,11547,7
1785,11548,17
1786,11549,21
1787,11550,17
1788,11551,17
1789,11559,17
1790,11561,10
1791,11562,10
1792,11563,10
1793,11564,10
1794,11565,10
1795,11566,41
1796,11567,10
1797,11568,41
1798,11569,41
1799,11603,89
1800,11611,91
1801,11619,89
1802,11620,91
1803,11621,91
1804,11622,91
1805,11629,91
1806,11630,91
1807,11632,89
1808,11634,50
1809,11635,50
1810,11636,21
1811,11637,21
1812,11638,10
1813,11639,88
1814,11640,88
1815,11641,91
1816,11671,21
1817,11672,92
1818,11678,92
1819,11679,92
1820,11688,91
1821,11700,88
1822,11703,88
1823,11706,88
1824,11707,88
1825,11724,92
1826,11727,88
1827,11737,32
1828,11738,32
1829,11739,32
1830,11755,92
1831,11762,32
1832,11763,32
1833,11765,5
1834,11766,5
1835,11767,48
1836,11771,88
1837,11772,88
1838,11773,88
1839,11774,88
1840,11776,92
1841,11777,92
1842,11788,18
1843,11796,89
1844,11797,91
1845,11798,91
1846,11817,30
1847,11819,91
1848,11833,30
1849,11834,30
1850,11835,30
1851,11848,30
1852,11849,29
1853,11851,30
1854,11852,29
1855,11872,10
1856,11873,11
1857,11874,11
1858,11875,11
1859,11876,11
1860,11880,11
1861,11881,11
1862,11882,11
1863,11883,11
1864,11884,71
1865,11885,69
1866,11887,69
1867,11888,69
1868,11889,69
1869,11890,69
1870,11891,41
1871,11892,41
1872,11893,11
1873,11894,69
1874,11895,41
1875,11896,30
1876,11899,30
1877,11901,29
1878,11903,30
1879,11906,30
1880,11907,30
1881,11911,30
1882,11915,4
1883,11917,30
1884,11918,29
1885,11937,71
